id,location_id,title,event_start
03f0d69d-8421-4b8b-b778-c3fad0ae40ef,149002,IFFR - All India Rank,2023-02-04 20:00:00
0409ff71-70d4-4285-9399-de0c1d673c6f,11767,Bullet For My Valentine - Jinjer - Atreyu,2023-02-18 19:30:00
04216962-e779-4245-bb40-ba3b0327f2d9,15954,Nils Frahm - Music For Berlin,2023-03-14 20:00:00
04266af8-57b1-4450-926a-dee7c587d7ee,12648,"Francis Dunnery's It Bites",2023-01-21 20:30:00
04287aa5-adbe-41b7-8e7c-e353e0a1738a,7849,Meekz,2023-02-24 18:00:00
0428e166-d3a2-4464-aa37-a8ae006e78b2,24690,Straffe Stoten w - Jengi,2023-02-02 23:00:00
04358466-80ed-4bf7-921e-336fe4788596,2136,"Youp van 't Hek - De Laatste Ronde",2023-02-09 20:00:00
044b2958-5f81-45e6-ba1b-8112771a52db,163015,Techno in der Fabrik - Electric On Festival,2023-01-05 22:00:00
046cfd6e-f940-412b-8b95-efbe338276e1,15647,Awale Aden,2023-01-27 22:00:00
0473de65-7472-41a9-842a-2fb86d036f45,4213,Koudlam + guest,2023-02-02 20:00:00
0487510a-032a-459a-a3dc-f03293294ced,147613,Vardy v Rooney: The Wagatha Christie Trial,2023-01-10 19:30:00
0497bbf8-a11c-481e-aa33-cb497a393aae,89213,Pinhani,2023-04-09 19:00:00
04bcc71d-8728-4b29-868c-633e5529c58e,2009,Tutti Fratelli in De Roma: De Störm,2023-01-14 20:00:00
04eff2cf-e851-4221-8ef4-fbf640151609,133267,Corta el Cable Rojo,2023-01-29 19:00:00
04fb5e3d-d286-433e-bf24-fc6129942878,2042,Wouter Deprez - Speech,2023-04-29 20:00:00
0507b6f9-a313-48b4-87e7-2051410cec65,26162,Fjort,2023-02-03 19:00:00
051ae67d-c5ab-4484-97ba-dbb0ddcecedd,3517,Thuishaven | De Nieuwjaarsdans + Nachtshow,2023-01-01 13:00:00
0536ce25-af3c-43fe-87a4-974d1820489f,1994,Van Morrison,2023-03-30 20:00:00
053921d1-2293-428e-9b27-63727f41ff41,82232,Didi Han,2023-01-13 23:59:00
054800ec-5ca3-4bd2-8ae2-a63776b6d1b7,26871,Manowar,2023-01-30 19:00:00
055f44dd-e119-4bc4-b65f-fbb81c37611f,613,Blanks,2023-03-18 18:30:00
056829f7-cddc-4fb1-a7ba-f427339e0b46,169526,Happy Feelings,2023-01-05 23:00:00
0575a8e4-7ba8-4d4f-a344-185ef14bf8dc,1994,Diana Krall,2023-05-13 20:00:00
058dd8da-6eb6-4442-a791-735e1c83f30f,148489,New Year-s Party,2022-12-31 22:00:00
05ba74db-6058-495b-bdf0-569b0eaacd36,21609,VV - Neon Noir Tour,2023-02-25 21:30:00
05ec6854-9060-48ef-8579-c5620f170614,14966,Aida Opera By G Verdi,2023-02-03 20:00:00
05f4e666-fcb8-4030-93e4-77aa91eb7ad7,205,TEGENDRAADS 2023,2023-01-14 12:00:00
05f80bee-7316-4ca2-b872-4fe2849d0fc4,15952,Romeo Santos,2023-07-09 21:30:00
0622ae74-6eeb-49e7-b541-01f9f718f4bf,142172,Music Is The Answer - Moan,2023-02-18 23:00:00
062ee0fe-847d-4802-b7e3-745db89a8f39,21428,Diana Krall,2023-05-20 20:00:00
065c6467-fbfd-4e0e-b4df-7e300dbf3a19,144035,Mijn Lieve Gunsteling,2023-01-21 19:30:00
065eaab4-cdd6-4d35-8cd0-d284126b25d8,123814,Luzia Circo Del Sol,2023-02-10 21:30:00
0669e8f4-eb9b-4931-bd47-c517a8e1bd3d,786,Wormrot + Teethgrinder,2023-02-05 20:00:00
067bb3ff-bf74-42d3-a2a2-3d487fc48c2e,179233,Robrecht Vanden Thoren - Achteraf Niet Komen Huilen,2023-02-09 20:00:00
06849eda-df7f-4d88-802f-3346130e1f42,13072,Kamiel Spiessens -Spiessens Spijbelt,2023-01-21 20:00:00
069722b0-d284-49a7-adba-9f9970d04bf0,135235,Copa Del Rey 2023,2023-02-17 20:00:00
069cf4fb-5147-49fb-9073-24cf23dc52b7,6318,Breakin Science & Drumatics 16+ London D&B Valentines Special,2023-02-14 17:00:00
06da1202-f368-45e9-a086-73a03cda69e5,2029,Fiesta macumba,2023-01-20 23:55:00
06e61b01-b0fe-42d5-88fc-949236ba9093,2563,Remembering Elvis,2023-03-03 20:00:00
06f7f957-e5b6-41cc-8d3d-3108855046e5,89980,Billie Eilish: Live  At The O2,2023-01-27 20:00:00
07235293-e7f7-4d45-8af8-65e12033cea3,19665,Tanxugueiras - Michael Head & The Red Elastic Band - Sidonie - Elyella,2023-01-07 20:00:00
0743c0b2-6925-4043-9cef-6d9fd68bb694,2029,Cult of Luna + Russian Circles,2023-03-20 17:30:00
0774c9c0-091f-4633-b437-fc3369a9376a,79618,Juan Dávila - La Capital del Pecado 2.0 | Barcelona,2023-06-01 22:30:00
07da94cc-8297-4285-b5d7-ed7b490e439c,5510,Voor iedereen beter - Richard Groenendijk,2023-02-11 20:30:00
07ea2411-2ab8-4ab3-b366-c5cc1ec670a2,3145,BEKERFINALE - UltimAir Hijs Hokij vs UNIS Flyers Heerenveen,2023-01-22 15:00:00
07eac7ef-9e0d-44f5-befe-e16880eef5ae,199217,Vroeg Pieken,2023-03-03 20:00:00
084ca529-729e-441a-bdca-5ece00eccd98,1743,Coldplay - Music Of The Spheres World Tour,2023-07-15 20:00:00
0864a44e-1902-4449-8661-1fee3929ad57,20986,"Sloegie “ Waarom Ben Jij Zo""",2023-01-07 20:00:00
086f163b-9b46-4fc5-a6e2-8383fdceaaa6,5724,Bert Visscher,2023-11-21 20:00:00
08f23367-3ea9-4ca8-b3b1-09047549799b,38672,Unicorn Festival 2023,2023-06-17 14:00:00
08f5cfa2-75a4-48d9-b1fd-f7ea04ed46d3,13889,Gerhard Polt - A scheene Leich,2023-01-30 20:00:00
0912e85c-83be-4788-a4bb-f8b1995f0888,177638,"Locatie12 - ""Hard Techno Special""",2023-02-25 17:00:00
09139c4c-bd68-4a75-a5cb-4f7d68d7af2a,5724,Theo Maassen - Onbekend Terrein,2023-03-06 20:00:00
0930c3d1-b659-43ea-8b52-9a2953c44924,181830,Acquario di Genova,2023-01-14 16:00:00
09375f6a-2f83-45e3-97b3-19fc443925e1,5613,Bugsy Malone The Musical,2023-01-05 18:00:00
0938a405-6a76-4930-a0c5-1119a25f3279,14687,Jethro Tull,2023-02-12 20:00:00
0962217d-145d-4533-8d38-bd73f233d52b,146248,Recirquel: Kristály,2023-01-12 17:00:00
097971aa-e76d-4d3f-8a74-b662b7836849,13296,Oscar Mulero,2023-01-06 23:59:00
09bba1b9-02e9-4f70-8316-b3a0f5729699,2010,10 Jaar Niels En Wiels,2023-04-29 20:00:00
09d68118-911c-4c0b-8385-660ac8c68d47,2936,Cirque Mystique Melodic special (Daytime),2023-03-04 13:00:00
09e6eda7-11d9-44ba-9252-8fff2b74a5da,5554,Patrick Laureij,2023-04-08 20:15:00
09f79167-3707-4df0-a25c-5b83a7fc02b7,72642,Wan Festival,2023-01-01 17:00:00
001e74d0-01cd-4717-8630-0ce08f91b989,169789,OPAQUE: re:ni / upsammy / tamagotchi killer / Jason Dirks / Tetkro live,2023-01-28 23:55:00
002182e2-1320-4d93-9d09-d789a43a3ed6,18,DeWolff,2023-01-05 20:30:00
0045fe75-af41-49a5-9273-0172d9f34409,43246,Grease El Musical,2022-12-16 16:00:00
0072ca7e-df87-4384-8630-ced33b5a092a,41,Fiesta Macumba,2023-02-10 23:30:00
00773498-1d5a-4944-bf56-f167c7ab94e8,2267,FC Schalke 04 vs VfL Wolfsburg,2023-02-10 20:30:00
009b6f8e-2a18-48c3-8a64-154e04b260cd,107846,blk. weekender,2023-03-17 21:00:00
00a0f073-c173-4d25-adac-e44f2586553f,169644,Bassline Nights,2023-01-20 23:59:00
00a3518e-5002-4b02-8fbd-3bfecff4aa7b,19868,Mamá,2023-02-04 21:00:00
00a4e134-8a17-4f02-92b0-2a829b76152a,19780,Frank Turner and The Sleeping Souls,2023-02-04 19:00:00
00a5a9c0-2d3f-478c-9690-b28d7da060b3,2029,Wilco,2023-08-27 19:00:00
00e23046-8ada-411c-b533-545d07b09a36,143554,CALIENTE x Team Rush Hour,2023-01-21 23:00:00
01066307-12f0-4d87-ba39-e6d21d79d318,178374,Road x Hooligans - S.A.F.E. tour,2023-03-18 19:00:00
01163415-0719-4430-bd8a-6026a2ae8db1,172084,Resurrection Fest 2023,2023-06-28 15:00:00
01266112-277d-480a-80ce-0e52e10f070a,133774,Set Up 2023,2023-02-03 20:00:00
016b73e4-b842-4a39-8b7b-19604864f44a,181246,Avatar - The Way Of The Water,2023-01-07 22:30:00
01896a3f-9add-4c7d-891b-774e836ad364,178374,Pantera,2023-05-30 20:00:00
01b4f8fb-f2f2-4350-ae07-5bc1d422557b,156078,Mocskos nyelvvel feleselek - Pottyondy Edina felnövéstörténete Mosonmagyaróvártól a szülőszobáig,2023-01-04 19:00:00
01fb9c20-8adf-40c0-bd2e-456b02954c71,172392,Kiko Veneno y Vera Fauna,2023-02-09 20:00:00
01fd279a-2347-4518-8351-9c41d5753cb2,179573,"New Year's Eve Party - Hotel & Resort",2023-01-01 04:00:00
022a7e7f-a2b9-49da-bfdf-921c5d396310,13025,Affenkäfig Karnevalsrave 2023,2023-02-18 23:00:00
0236c2e3-1135-40f5-a097-906b349bf7cd,10134,Disney sur glace,2023-01-21 10:15:00
02cc8978-6e92-4e70-8a1c-208f494d2e57,8023,Big Little Music Festival - Vier letzte Lieder - Christiane Karg & Anneleen Lenaerts,2023-02-05 15:00:00
02d396aa-c767-4e11-8e51-448bd7f21d7c,29544,"Live & Direct Relaunch Party, Aries",2023-01-26 23:00:00
02dba549-97b2-4d20-bc2f-cfca152a9b9c,6377,Four Tet + Fred Again + Skrillex,2023-01-06 20:00:00
02de01b3-f553-4eb2-a674-8d74199f1863,9633,Vunzige Deuntjes,2023-01-20 23:00:00
03070248-5056-4892-8cbe-51fcb748d545,167303,"K's Choice",2023-05-24 20:00:00
031305a6-a121-4dcc-b9a5-fdb025c07069,144002,Groovy Tunes Vinyl,2023-03-11 22:00:00
032691d3-77a5-40f5-b566-f84d9542672c,149,The Dirty Daddies,2023-03-04 20:30:00
03340adf-4565-4839-ad45-5cd95581538c,82234,blink-182,2023-09-19 19:30:00
034b1e8a-9a04-45b3-bb23-a94ba88eca65,9535,Kamal Kharmach - Mag ik even?,2023-01-13 20:00:00
035308ef-90d4-48d3-8a08-2be31088436a,1508,Peter Pannekoek,2023-01-27 20:00:00
035a0293-a91e-418b-bf61-2e33413c5dc4,123482,Animals As Leaders,2023-01-16 19:30:00
039109f7-3daf-40e6-bc95-5b88330ba583,169726,Spring Festival Alicante 2023,2023-05-26 17:00:00
03965750-8798-4649-8288-46c6972a86e2,198709,Luke Mockridge - Trippy,2023-06-03 20:00:00
039e01dc-ef97-4585-bdaa-f1fa8035b796,7187,Hannah Laing,2023-03-24 20:00:00
03a6c86e-09ad-4c6c-83a9-f946dd42ce5f,181837,Romeo And Juliet,2023-01-14 19:00:00
03ab4b4c-8bb3-46ee-b168-9cc545cf866e,74,Young Gun Silver Fox,2023-06-22 19:00:00
03b47c11-c9e1-4c23-a5ae-100bf30a65a7,15952,Andrés Suarez,2023-05-11 20:00:00
03bd4990-8a70-4055-96b8-39a9af50c352,3443,Pieter Derks - Uit Het Niets,2023-01-31 20:00:00
042ca2b8-3bb3-4151-be3d-3feafe419f0f,1626,De Mega Sint Show 2023 | 10:30 & 13:00 & 15:30 Show,2023-11-18 09:00:00
042d3b18-632e-42ca-b37b-918cabd82291,29713,45ème Festival Du Cirque De Monte-Carlo,2023-01-20 19:30:00
04475c0f-8c63-46c8-a938-b2561e0ee775,161783,Slow Crush - Cecilia -Eyes,2023-02-03 19:00:00
047f0d14-311f-46da-baf9-f5b968dfd4ea,1068,L - Éclair - Nijmegen,2023-02-17 21:00:00
048f4ea2-8980-478e-a6bb-86002aa48bbb,9020,Alex Agnew - Wake Me Up When It-s Over,2023-10-11 20:15:00
04ac49b6-7b13-4b86-ae8b-526141ff4a65,11717,BASIS NYE Special,2022-12-31 23:55:00
04b025d8-078a-4773-b066-acb03660bc2d,19030,Roadrage Festival,2023-03-18 11:00:00
04c12702-3c93-421b-98ce-22255476cf71,123415,Vrienden van Brothers Festival,2023-04-01 14:00:00
04c26462-80f0-4dc2-9e43-33dbe2aa75de,12547,Vision w/ Loco Dice,2023-02-03 23:30:00
04fa54a1-1d89-4462-a7d7-61983e773023,52253,Ohne Vorspiel,2023-02-04 23:00:00
04fef4ec-1b67-4bfb-a233-62ac6d440fde,18,Altın Gün,2023-03-31 19:00:00
050c0469-03db-4bc5-929b-9d4e06457124,5555,Patrick Laureij,2023-01-07 22:15:00
05121d54-9cb5-4e73-8bb2-645740b88efc,1502,DeWolff,2023-02-04 17:30:00
051b4112-6b9e-4f58-9b20-bad7f64470fd,167632,pixies,2023-03-17 20:00:00
05361eae-0ad3-412e-87a3-e36b9fe3c585,16883,LEHETETLEN - Hajnóczy Soma kétszeres bűvészvilágbajnok estje (2023. időpontjai),2023-01-01 19:30:00
054b3daf-e51c-455b-b4e4-6b04ef497b0d,162083,Bert Visschers - Dat zie je een ander niet doen - Try-out,2023-01-11 20:15:00
054d3817-2e16-4933-b519-685a008c3938,135,Panic! At the disco,2023-02-25 20:00:00
055b9c19-385c-41a8-b6b6-c0d28f7f9220,64989,Veldhuis & Kemper,2023-02-17 20:15:00
057de956-e40d-4b5b-a6f2-4218d5097743,13262,F*szt! bongorra KisHallba!,2023-01-27 19:00:00
05983f52-8a66-429e-af08-36b525806c74,38651,Hotel Jamaica ls. Lighters Up,2023-02-18 22:00:00
05c9802b-a57f-455e-95d8-8e276828b322,3569,Helene Fischer,2023-05-06 20:00:00
05d5132b-46cc-452f-9947-e8cfaa73821d,158356,"Por Favor - R'n'B & Hip-Hop Night - Back To 2010's",2023-01-13 23:00:00
05e1a6db-cea5-431c-939d-9170ba5f7c50,596,Shakatak - 40th Anniversary Tour,2023-03-05 19:30:00
06000669-460a-4a09-aad8-420a1e2a82cb,205,Qmusic: de Foute Party 2023 - Zaterdag,2023-06-24 20:00:00
062f7efa-c9e0-4646-8c2a-d211323abc08,3522,Hans Dorrestijn - t Houdt Een Keer Op,2023-01-06 20:30:00
0669ff94-4c5f-4810-a125-bd93c69b0215,20986,Martijn Koning - Appeltjes Schillen,2023-01-27 20:15:00
066b223a-5c50-4f8e-bbb4-ef9d922906be,142731,Cirque du Soleil: Crystal,2023-01-04 12:00:00
066c45d1-5dba-4c8f-80c5-302e986fa6eb,102,Avalanche Kaito,2023-01-21 21:00:00
06b210dd-2ca6-4b20-8ae0-24d246329dc8,144177,Ice Nine Kills,2023-05-19 21:00:00
06bcad5d-3913-4bc9-9d45-bef656cca2f3,168362,Offengaben,2023-02-04 23:00:00
06c29336-6529-476c-8faa-15e8bb772118,180845,Tomasito,2023-01-14 20:00:00
06f5c385-21af-4c7e-9859-e8839ad637cc,106520,Ploegendienst,2023-04-15 20:00:00
0707bb62-d07f-4eea-8f69-a90b9801b707,14472,Midsummer Prog Festival 2023,2023-06-23 15:00:00
070c6f19-4414-4681-bcd6-607f0ec2061d,1179,538 Koningsdag 2023,2023-04-27 12:00:00
0753f66e-a156-4524-b451-c27c5418d421,38903,AFTER MOFO 17 - La Station,2023-01-28 23:59:00
07897c10-788f-4f1d-8476-b19011f72264,2008,Headie One - Dezzie,2023-02-20 19:30:00
0799cac5-5ecf-47f0-833e-d816e4497eb5,180845,Full Concert,2023-02-10 21:30:00
07a34cff-192b-456a-b7ca-5a6bff3c4d10,16552,Házassági leckék középhaladóknak (2023. előadásai),2023-01-01 19:00:00
07aa2032-80ad-436d-8aec-907c2552658e,2029,Daniël Arends - Thuis Praat Ik Bijna Nooit,2023-03-31 19:00:00
07d3346a-3dc4-45a2-8aa2-724feaac2aa9,22834,Biagio Antonacci,2023-05-13 21:00:00
080ef3a8-6fe5-4cca-a20a-d4365e1d392b,5462,Jan Böhmermann & Das Rundfunk-tanzorchester - Ehrenfeld Intergalactic Tour,2023-01-10 18:30:00
0824bcdf-a80a-4beb-8bdd-d67760712a3f,56,Angèle,2023-05-26 20:00:00
08347b46-72a9-4102-bc3b-e46726b28ebe,143383,A Way Back,2023-01-26 19:00:00
08763ac5-1864-4b5c-8d5c-a2ea32dedb38,12174,The Teskey Brothers,2023-03-24 20:00:00
08a1188b-76d6-4ae9-986e-5cf8d84e7b02,133174,Wicked,2023-03-01 19:00:00
08b28abd-be93-4b09-9b83-9720f5ef821e,25710,Ibrahim Maalouf,2023-01-22 20:00:00
08b9c492-c98c-4344-9613-4673b9b4f21f,5554,Rowwen Hèze - Het Was Een Kwestie Van Geduld,2023-04-06 20:15:00
08e02be2-6a58-4c3f-8465-d49f49ec7c37,168225,Fridays Downtown,2023-01-27 23:59:00
08f9920c-2e5d-4066-b00c-031f748f6b1e,76091,Daniël Arends - God is mijn Rechter,2023-02-03 21:15:00
09221d31-efd4-41c0-903d-bd0b445003a7,142722,La fuga y Poncho K,2023-02-24 22:30:00
09272061-5513-48e4-8cb5-ed9d49a53254,219,Hef,2023-02-03 20:45:00
09375d82-8eac-4155-acbe-5298c86e831e,175677,The Story of Goth Tour: The CureHeads - Siouxsie & The Budgiees,2023-01-21 21:00:00
000eccc9-172b-467f-af73-56250bbbc6b6,134810,Tutankamon,2023-01-08 10:00:00
0013c422-e3e5-4993-82c4-3b80e02f075f,14073,Justin Bieber,2023-01-27 20:00:00
001f7c8e-14fc-41e8-95ce-1844e5cb2cb6,99636,Sheffield Wednesday vs Fleetwood game,2023-01-21 20:30:00
00414bda-14e4-4329-9450-b4a2cf815ba1,200592,Off Me Nut 13th Birthday,2023-01-28 00:45:00
004377c2-48d5-4623-830a-460f49ea41f1,25400,The Best Exotic Marigold Hotel 16 30,2023-01-25 16:30:00
004f108d-096a-43d8-9538-a7fc75653eb4,3362,Truesounds Music Winter Madness,2023-01-14 23:30:00
0057c135-aac7-4e0b-abbe-a76356e01526,177097,"Wim Helsen - Niet mijn apen, niet mijn circus",2023-04-08 20:00:00
005bbaa0-d593-4067-b13b-e8f7a71739fa,93313,Flipar – Jorge Blass,2022-12-11 20:00:00
00804af2-9dcc-4f4c-8a1c-2dedcd31c16f,8863,Muse: Will Of The People World Tour,2023-06-07 20:00:00
00a72cb7-49d8-4654-91b3-9399c80824f3,14643,Jazz Showcase: KRIZ & Jesús Molina,2023-01-28 20:30:00
00a8164e-2af4-460b-a2a2-9758388daa06,165176,Xink,2023-02-27 19:30:00
00cea137-914c-4d80-b17b-f0c87d61a58d,56,Luke Combs,2023-10-07 19:00:00
00de1575-eb51-405d-8981-df86cdca8623,21698,Anthony McCARTEN: A két pápa,2023-02-07 19:30:00
011ea356-c4f1-4f78-b255-484ff9a505ce,1467,Casey Lowry,2023-01-17 19:30:00
01288c53-f05b-452d-abc5-c360f2c7c374,5510,Jandino - Judeska Airlines,2023-02-22 20:30:00
0136671f-57bb-454f-ade6-2b1f5b7262d5,2009,Lous and The Yakuza,2023-02-09 20:00:00
013dc4cd-52cf-44e5-b397-2e75c8fd2db0,3506,"40 YEARS IN YOUR EARS - Frank Sonic's Birthday - Parfait",2023-01-07 23:00:00
016bbfb2-683e-4f2d-9ea2-873685d7242d,2301,Lackner - Eick - Régard - Katché,2023-01-18 20:30:00
0194b3a5-a693-4c18-85f9-bc352c05563d,19650,Ultimo,2023-07-08 21:00:00
01c49ace-3568-46b2-9dfb-1b9604fad29e,18,RINI,2023-02-20 22:00:00
01df1d04-9c54-44fc-9b58-2a1bd502c3d7,1508,Waylon - Gewoon Willem,2023-02-03 20:00:00
01f827a9-d2dc-4d8b-84e5-2a6fa03e93c0,41,Ray Fuego,2023-01-14 19:00:00
020ac165-2afd-4ecc-8360-698832f73257,100088,Rough,2023-01-28 14:00:00
026dd056-9df9-41b0-8851-37fe73bb21f3,45444,Pirata Beach Fest 2023,2023-07-12 19:00:00
0271320f-b9e4-49a7-804c-9a88237e7615,20986,"Youp van 't Hek - De Laatste Ronde",2023-02-17 20:15:00
0276de1c-1b7d-41c9-a30b-854b0be5df86,2006,Sambel Trasie - Met Sally the Rising Star,2023-01-21 20:00:00
0277942c-3d6b-4fad-8f01-27bd28551f6e,10389,First Aid Kit,2023-02-04 20:00:00
027a8eac-1360-4cb1-9a1c-e338ffc28e40,166235,Rotterdam Drag Show,2023-02-04 20:00:00
029471de-0a7d-404a-ba1a-89a318da7e7b,119227,Best of Enemies,2022-11-22 19:30:00
02cf69f0-57ed-4288-a069-e9a5b8f1de7b,162531,Los Morancos - Todo Por La Matria,2023-01-15 19:00:00
031a4ac4-1e00-45e7-8b81-d5ed1e4d9651,19696,Suede,2023-03-18 20:00:00
0337dc2c-dfd1-45b2-993e-8d5126908e47,14337,Norsken - Svensken Og Dansken,2023-01-06 20:00:00
0372928c-bbfb-43a5-851e-3721d9194e16,22178,Zillion PROJEXXX GHENT the ZIP cave boosted,2023-02-03 22:00:00
03939200-1f07-4b41-b4ac-31cf1c766a68,30893,My Therapist Ghosted Me,2023-05-27 18:00:00
03b0ce59-d320-438d-a54d-0ed01b34f2f9,15999,Loft Takeover: Eli Brown,2023-03-10 23:00:00
03c66fab-da1e-4cf4-8033-dbedc8d5a86d,2043,Jan Smit - Boven Jan,2023-03-11 20:00:00
03ea2763-0540-4e58-a570-23b24182ef46,90964,Juicy Fest,2023-01-13 14:00:00
0404a57b-7f69-475d-a9ff-5480fa0f3869,6,Girls Girls Girls,2023-01-28 23:00:00
0448d325-2ca8-4ba2-b0f3-3f43b94b74f9,142731,circo du soleil: crystal,2023-01-07 21:30:00
044db442-8613-4796-bcb5-d906dfbe0959,178057,Smokie,2023-03-18 20:00:00
0461e3a0-f48b-42c4-ab91-449e65967ab2,8405,Laura Van Dolron -  De Uitnodiging,2023-01-14 20:00:00
04708b39-8e2c-4734-85ff-bf611458cab2,3618,De Danshal,2023-01-20 23:00:00
04911394-033e-4530-86c5-e091dddf9467,8747,"Claire Huangci, Piano",2023-02-10 18:00:00
04b7b284-450a-45f6-b11c-f82cba6c9102,140793,Puree Kan Je Hier Niet Eten,2023-01-29 15:00:00
04d58ef4-3bce-48c0-8d90-6b07f02d7c1c,20812,De Lichting,2023-02-04 22:00:00
04dcb41f-ba9a-4489-934f-68771184d97b,162267,Sidecars - Sidonie,2023-01-14 20:30:00
04dce583-8aa4-45fd-b87d-6f3ea02c903a,12546,Ville Valo,2023-03-02 21:00:00
0517492c-d277-417e-a7e3-b91396d55969,147925,R&B Sunday,2023-02-26 18:00:00
051759e4-65fa-4537-8428-1310afd915c7,10511,1985 Music London - 2023,2023-03-04 23:59:00
054e155f-acae-4746-bf5b-b3f707ca4bf8,155041,Maya Hawke,2023-02-27 19:00:00
056fd0ff-6778-4220-9e4b-d58cef0dc603,167303,Benr,2023-01-08 20:30:00
0581abf9-5a31-46ea-872b-559dea303fa1,216,Tineke Schouten,2023-02-24 20:00:00
059786c9-9c58-464f-9a8e-abdf66be4205,12796,Baptiste Lecaplain,2023-03-24 20:30:00
05a91c4c-4757-447b-a766-bc389ab9ab3e,11991,Pixies,2023-03-09 20:00:00
05e77c6d-79e8-4af3-a29f-49b29633fb31,683,The Rock Orchestra by Candlelight,2023-04-15 19:00:00
05ef43a5-046f-4597-b809-414ae386d997,5536,Bert Visscher - Dat Zie Je Een Ander Niet Doen,2023-01-17 20:15:00
062b0e4f-c08b-4f64-b3c2-6c88ab394790,134204,Måneskin,2023-05-18 19:00:00
0641d5e4-9043-4665-8a81-033af421d003,502,Robert Jon & The Wreck,2023-02-03 19:00:00
065520bb-0068-4803-8e06-1b6f3d24fa64,45,"The Cuckoo's Nest - Mr. Belt & Wezol All Nighter",2023-02-24 23:00:00
067e55d1-0ff3-4538-b0c7-694a5374eae5,133562,Vergeet Barbara,2022-12-10 14:00:00
06885365-ec9e-4da9-8ce7-612926d8d4b1,151607,Jeff Mills - Elyas - Bruisson,2023-01-14 23:45:00
06baa933-5f2c-4a72-81e5-488bede0501c,170092,Game Over 2022 | NYE Party,2022-12-31 20:00:00
06babcc4-fa76-4458-ac8c-8eaf7d2f412f,169888,Damned Soul Fest IV,2023-01-07 12:30:00
06d8a591-6978-4147-8aa0-38f1949ec56c,23925,Danzû presents BlackWorks,2023-02-04 23:00:00
0715566b-c734-4a57-b8a3-823a0cdf6a64,159576,Nillies Club Night,2023-01-28 23:00:00
